region;estado;municipio;parroquia_actual;ciudad;urbana;zona;codigo_postal
ANDINA;TRUJILLO;Escuque;Santa Rita;La Mata;si;Caserío El Molino;3105
ANDINA;TRUJILLO;Escuque;Santa Rita;La Mata;si;Caserío Punta de Golpe;3105
ANDINA;TRUJILLO;Escuque;Santa Rita;La Mata;si;Centro Santa Rita;3105
ANDINA;TRUJILLO;Escuque;Santa Rita;La Mata;si;Sector La Mata;3105
ANDINA;TRUJILLO;Escuque;Santa Rita;La Mata;si;Sector Quevedo;3105
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Barrio Nuevo;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Centro Motatán;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector 23 de Enero;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Agua Blanca;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Andrés Bello;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Daniel Carias;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Giraluna I;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Giraluna II;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector Guaito;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector San Miguel;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Sector San Nicolás;3140
ANDINA;TRUJILLO;Motatán;Motatán;Motatán;si;Urbanización Daniel Carias;3140
ANDINA;TRUJILLO;Motatán;El Baño;El Baño;si;Centro El Baño;3140
ANDINA;TRUJILLO;Motatán;El Baño;El Baño;si;Sector Conquistador;3140
ANDINA;TRUJILLO;Motatán;El Baño;El Baño;si;Sector El Baño;3140
ANDINA;TRUJILLO;Motatán;El Baño;El Baño;si;Sector El Cacao I;3140
ANDINA;TRUJILLO;Motatán;El Baño;El Baño;si;Sector El Cacao II;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Centro Jalisco;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Sector Agua Blanca;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Sector El Jobal;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Sector La Mesa;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Sector San Miguel;3140
ANDINA;TRUJILLO;Motatán;Jalisco;Jalisco;si;Urbanización Brisas de Jalisco;3140
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Barrio Pueblo Nuevo;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Centro Pampanito;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Agua Clara;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Cantarrana;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector El Aguadita;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector El Cerro;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector EL Río;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector La Chapa;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector La Popa;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Las Casitas;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Los Pajones;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Pueblo Nuevo;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector Quebra Los Negros;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Sector San Rafael;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización El Bosque;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización El Rosal;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización Fondur;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización La Floresta;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización Muralla;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización Néstor Barroeta;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización San Marcos de León;3152
ANDINA;TRUJILLO;Pampanito;Pampanito;Pampanito;si;Urbanización Villa Hermosa;3152
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Barrio Carretera Vieja;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Barrio La Peñita;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Barrio Los Cedros;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Barrio Morza;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Centro La Concepción;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Sector Mucuche;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Urbanización El Prado;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Urbanización El Trapiche;3150
ANDINA;TRUJILLO;Pampanito;La Concepción;La Concepción;si;Urbanización Orquídea;3150
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Barrio El Club;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Barrio La Haciendita;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Barrio Lourdes;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Barrio San Benito;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Centro Pampanito II;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Ana Rodríguez;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Butaque;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Cambalache;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector El Chorrito;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Jiménez;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Edeniana;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Florida;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Mesa de Santo Domingo;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Meza;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Pacca;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Parada;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector La Vivienda;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Las Pasarelas;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Palo Negro;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Pampanito III;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Peraza;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Punta Brava;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Río Negro;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector San José;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Sector Santo Domingo;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Urbanización La Milagrosa;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Urbanización Los Ríos;3152
ANDINA;TRUJILLO;Pampanito;Pampanito ll;Pampanito ll;si;Urbanización Pampanito II;3152
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Oficina Postal Telegráfica Betijoque;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Centro Betijoque;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector La Candelaria;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector La Milagrosa;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector Las Flores;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector Madre Selva;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector Mesa de Los Caños;3104
ANDINA;TRUJILLO;Rafael Rangel;Betijoque;Betijoque;si;Sector San Juan de Betijoque;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Centro Las Rurales;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector Caranbú;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector El Carmen;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector El Estadium;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector El Lobo;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector Inavi;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Sector Las Trincheras;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización Cerro Colorado;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización Edgar Díaz;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización El Socorro;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización Héctor La Mata;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización La Chacory;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización La Princesita;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización La Venta;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización Luis Mario Madrid;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización Rafael Álvarez;3104
ANDINA;TRUJILLO;Rafael Rangel;La Pueblita;Las Rurales;si;Urbanización San Luis;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Caserío La Gira;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Caserío La Mesa de Los Caños;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Caserío Los Potreros;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Centro Los Cedros;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Arenal;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Arenales;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Caranbú;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector La Asuncelia;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector La Vichu;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Las Flores;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Santa Rita;3104
ANDINA;TRUJILLO;Rafael Rangel;Los Cedros;Los Cedros;si;Sector Trinchera;3104
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Barrio Caracas;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío Agua Clara;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío El Mamón;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío La Abeja;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío Ruiz Pineda;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío San Agustín;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío San Pedro;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío Sara Linda Parte Alta;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Caserío Sara Linda Parte Baja;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Centro Isnotú;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector El Buen Samaritano;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector El Rosario;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector La Gira;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector La Laja;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector Las Cruces;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector Los Pino;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector Pro Aguacate;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector San José;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector San Juan;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Sector Sara Linda;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Urbanización El Bosque;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Urbanización El Prado;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Urbanización La Paz;3109
ANDINA;TRUJILLO;Rafael Rangel;José Gregorio Hernández;Isnotú;si;Urbanización Los Rurales;3109
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Burate;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Cabullón;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio La Esperanza;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio La Unión;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Los Claveles;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Los Mangos;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Nazaret;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Santa Eduvigis;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Barrio Vía La Granja;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector Alto Cruz;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector Benito;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector El Amparo;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector El Corozal;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector El Filo;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector La Cabecera;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector La Hoyada;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector Las Rurales;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Sector San Bartola;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Urbanización La Arboleda;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Carvajal;Carvajal;si;Urbanización Terrazas de Carvajal;3102
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Centro La Cejita;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Sector La Hoyada;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Sector La Hoyadita;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Urbanización Colinas Filana;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Urbanización Santa Ana;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Antonio Nicolás Briceño;La Cejita;si;Urbanización Santa Marta;3149
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Centro Campo Alegre;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector Cuba;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector Cubita;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector El Limón;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector La Horqueta;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector La Matera I;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector Las 22 Casas;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector Rural Nuevas de Cubita;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Sector Sabana de Cuba;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Urbanización Agua Miel;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Urbanización Bolivariana;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Urbanización Campo Alegre;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;Campo Alegre;Campo Alegre;si;Urbanización Los Pinos;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Centro Las Mesetas;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Sector Chimpire;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Sector Chipire;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Sector La Meseta;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Sector Pie de Sabana;3101
ANDINA;TRUJILLO;San Rafael de Carvajal;José Leonardo Suárez;Las Mesetas;si;Sector Turagual;3101
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Oficina Postal Telegráfica Boconó;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio El Samán;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio La Arenosa;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio La Curva;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio La Encomienda;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio La Milla;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio La Peineta;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio Los Guayabitos;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Barrio Plazuelita;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Caserío Chanda;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Caserío La Salle;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Caserío Meticuncito;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Caserío Tostó;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Caserío Valle Hondo;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Centro Boconó;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Conjuto Residencial Baisalito;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Boquerón;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Brazalito;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector El Cementerio;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector El Hato;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector El Maciegal;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector El Portachuelo;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector El Santo;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Gran Colombia;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector La Vega;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Las Lajas;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Las Tinajitas;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Loma Isleta;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Miticún Parte Alta;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Potrero Grande;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Sabanita;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector San Rafael de Boconó;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Sector Villa Rosa;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Brazalito II;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Carlos Miliani;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Convento Coromoto;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Don Miguel;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización El Bucare;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización El Chambú;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización El Samán;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización La Viña;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Mi Jardín;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Ruiz Pineda;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización San José;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Santa Cecilia;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Valle Alto;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Urbanización Villa Universitaria;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Zona los Rurales;3103
ANDINA;TRUJILLO;Boconó;Boconó;Boconó;si;Zona Rural Miticún;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Barrio Campo Solo;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Barrio El Arbolón;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Barrio La Granja;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Barrio Padre Subaldia;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Caserío La Granja;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Caserío Malabares;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Caserío Potrerito;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Centro El Carmen;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Biscucuy;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Bisugui;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector El Hato;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector La Elba;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector La Inmaculada;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector La Laguna;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Los Higos;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Los Pantanos;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Los Plátanos;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Niño Jesús;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Primera Sabana;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Santa Isabel;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Santa Rosalía;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Valle Verde I;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Valle Verde II;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Sector Vismaka;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Coromoto;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Cuatricentenaria;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Doña Menca;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización El Cafetal;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización El Rincón II;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización El Rincón III;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Jumangual;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización La Coromotana;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización La Elba;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Las Trinitarias;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Los Platanitos;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización María Teresa;3103
ANDINA;TRUJILLO;Boconó;El Carmen;El Carmen;si;Urbanización Rincón Viejo;3103
