region;estado;municipio;parroquia_actual;ciudad;urbana;zona;codigo_postal
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector Río Perdido;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector Sabaneta;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector San Agustín;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector San Juan Viejo;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector Santa María;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector Valle Hondo;6101
ORIENTAL;SUCRE;Sucre;San Juan;San Juan;si;Sector Vega Oscura;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Agua Colorada;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Cambural;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Corozal;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector El Manguito;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector El Naranjo;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Fondo Nurucual;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector La Chara;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Las Vegas;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Limonal;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Naranjalito;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Nurucual;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Playa Colorada;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Querrequerre;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector San Pedrito;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Santa Cruz;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Santa Fe;6101
ORIENTAL;SUCRE;Sucre;Raúl Leoni;Los Puertos de Santa Fe;si;Sector Zurita;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Centro Los Altos;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Arapito;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Arapo;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Bajo Negro;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Cambural;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Guamo;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Guayabo;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Palmar;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Peñón;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Piñal;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Rayo;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector El Saco;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector La Sabana;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector La Silleta;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Las Ánimas;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Las Puertas;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Las Trampas;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Las Vegas;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Los Algarrobos;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Los Altos de Santa Fe;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Pueblo Nuevo;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Quebrada Seca;6101
ORIENTAL;SUCRE;Sucre;Gran Mariscal;Los Altos de Sucre;si;Sector Vega Grande;6101
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Oficina Postal Telegráfica Araya;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Centro Araya;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector El Guamache;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector El Manglillo;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector El Obispo;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector Guaranache;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector Playa Iguana;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector Punta de Araya;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector Ruinas del Castillo de Araya;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Araya;Araya;si;Sector Taguapire;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Centro Chacopata;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Caimancito;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Cerro Abajo;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector El Manglillo;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector El Profundo;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector El Tunal;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Guamachal;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Guariare;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Guayacán;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector La Armita;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector La Barbona;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector La Cagalona;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Chacopata;Chacopata;si;Sector Los Cachicatos;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Centro Manicuare;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector Chagaragato;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector La Angoleta;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector Merito;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector Pariche;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector Punta de Arena;6102
ORIENTAL;SUCRE;Cruz Salmerón Acosta;Manicuare;Manicuare;si;Sector Tacarigua;6102
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Oficina Postal Telegráfica Cumanacoa;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Centro Cumanacoa;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Caigüire;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Chaco Grande;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Contador;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector El Chaco;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector El Naranjo;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Higuerote;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Las Culatas;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Los Deseos;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Neverí de Las Cabeceras;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Palmarito Abajo;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Piedra de Moler;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector Pueblo Nuevo;6106
ORIENTAL;SUCRE;Montes;Cumanacoa;Cumanacoa;si;Sector San Juanillo;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Centro Arenas;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Sector Caldera;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Sector Cangrejal;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Sector Carrizal;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Sector El Tintero;6106
ORIENTAL;SUCRE;Montes;Arenas;Arenas;si;Sector Los Cedros;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Centro Aricagua;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Agua Blanca;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Buenos Aires;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector El Picacho;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector El Yaque;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Gallinero;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector La Lagunita;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector La Tigra;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Las Peonías;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Los Dos Ríos;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Mulas Afuera;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Orinoco;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Palmarito;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Perfecto;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector San Salvador;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Santa Elena;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Sotillo;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Valle Grande;6106
ORIENTAL;SUCRE;Montes;Aricagua;Acarigua;si;Sector Vuelta Larga;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Bajo Grande;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Buena Vista;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Cocollar;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Cuesta Abajo;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector El Berral;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector El Cacho;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector El Castillo;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector La Soledad;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Las Peonías;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Las Piedras;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Los Manantiales;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Los Mangos;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Mayalito;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Sector El Pao;6106
ORIENTAL;SUCRE;Montes;Cocollar;Las Piedras;si;Sector Turimiquire;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Centro Villarroel;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Bejuquero;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Bichoroco;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Caratal;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Cedeño;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Abundante;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Caro;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Chaco;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Malpaso;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Palenque;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector El Potrero;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector La Auyama;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector La Cabaña;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector La Vega;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Las Caras;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Las Flores;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Las Pacas;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Los Mangos;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Montaña Negra;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Monte Oscuro;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Naranjal;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Potrerito;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Sabaneta;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector San Juan;6106
ORIENTAL;SUCRE;Montes;San Fernando;Villarroel (Quebrada Seca);si;Sector Santa Cruz;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Centro San Lorenzo;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector Buena Vista;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector La Fragua;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector La Loma;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector La Sabana;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector La Trinidad;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector Las Carapas;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector Las Trincheras;6106
ORIENTAL;SUCRE;Montes;San Lorenzo;San Lorenzo;si;Sector Los Chorros;6106
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Oficina Postal Telegráfica Marigüitar;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Centro Marigüitar;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Capiantar;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Corozal;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector El Charal;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector El Codastre;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Golindano;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Guaracayal;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Güirintal;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector La Chica;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector La Mojina;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector La Soledad;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Las Guacharacas;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Las Mercedes;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Los Capote;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Maracapana;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Petare;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector San Pedro;6107
ORIENTAL;SUCRE;Bolívar;San Lorenzo;Marigüitar;si;Sector Sotillo;6107
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Oficina Postal Telegráfica San Antonio del Golfo;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Centro San Antonio del Golfo;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Bijagual;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Buena Vista;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Cachamaure;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Cascajal;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Carmen;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Indio;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Picacho;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Rincón;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Tigre;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector El Zamuro;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Jenjibral;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector La Cuchilla;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector La Laguna;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector La Peña;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Las Palomas;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Limonar Adentro;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Los Pozos;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Maturincito;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Maurate;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Mundo Nuevo;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Pata de Gallina;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Pericantal;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Santa Lucía;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Soledad;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Tacarigua;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Tarabacoita;6110
ORIENTAL;SUCRE;Mejía;San Lorenzo;San Antonio de Golfo;si;Sector Vuelta Larga;6110
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Oficina Postal Telegráfica Cariaco;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Alto de La Cruz;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Ariota;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Boca del Caño;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Botalón;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cabo Blanco;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cacahual;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cachipo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Camarón;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Campoma;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Caratal;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cariaco;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Carrizal de La Cruz;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cerro de Piedra Afuera;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cha Maríapa Afuera;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Cha Maríapa de Güiria;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Chiguana;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Cerezal de Cariaco;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Chaco;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Cordón;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Silencio;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Vicio;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector El Vicio Abajo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Garrapata;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Guacarapo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector La Esmeralda;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector La Funcia;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector La Soledad;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Las Violetas;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Palosanal;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Pantoño;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Puerto Nuevo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Quebrada de Tigre;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Quebrada Honda;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Queremene;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Sabana de Brito;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Sabaneta;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Sampayo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector San Joaquín;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector San Pedro;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Santa Ana;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Saucedo;6126
ORIENTAL;SUCRE;Ribero;Villa Frontado (Muelle de Cariaco);Cariaco;si;Sector Tropezón;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Centro Catuaro;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Botijón;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Campearito;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Campo Solo;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Chispero;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Corozal;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector El Cantón;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector El Poblado;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector El Volcán;6126
ORIENTAL;SUCRE;Ribero;Catuaro;Catuaro;si;Sector Espiga;6126
